품목기준코드,제품명,제품영문명,업체명,업체영문명,주성분,첨가제,품목분류,전문의약품,주성분영문,효능
201506728,메가트루포커스정,Megatrue Focus Tablet,(주)유한양행,YUHAN Coporation,β-카로틴20%과립/벤포티아민/피리독신염산염/시아노코발라민100배산/아스코르브산과립97%/농축콜레칼시페롤 산/리보플라빈/d-비오틴1%/인산수소칼슘수화물/침강탄산칼슘/로얄젤리/산화마그네슘/산화아연/콜린타르타르산염,"미결정셀룰로오스,크로스포비돈,이산화규소,스테아르산마그네슘,탭쉴드빨간색(29R727)",,일반의약품,Beta-Carotene Granules 20%/Benfotiamine/Pyridoxine Hydrochloride/Cyanocobalamin Powder 1%/Ascorbic Acid Granules 97%/Cholecalciferol Concentrate Powder/Riboflavin/D-Biotin 1%/Dibasic Calcium Phosphate Hydrate/Precipitated Calcium Carbonate/Royal Jelly/Magnesium Oxide/Zinc Oxide/Choline Tartrate,"- 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. ㆍ 비타민A(β-카로틴20%과립) - 눈의 건조감의 완화 - 야맹증(밤에 잘 못보는 증상) ㆍ 비타민D(농축콜레칼시페롤 산) - 뼈, 이의 발육불량 - 구루병의 예방 ㆍ 비타민B1(벤포티아민) - 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등) - 각기 - 눈의 피로 ㆍ 비타민B2(리보플라빈), 비타민B6(피리독신염산염) - 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀 염), 습진, 피부염"
200712481,메가파워정,Mega Power Tablet,(주)유한양행,YUHAN Coporation,레티놀아세테이트 과립/에르고칼시페롤과립/토코페롤아세테이트 2배산/아스코르브산과립97%/티아민질산염3배산/리보플라빈/피리독신염산염/니코틴산아미드/판토텐산칼슘/시아노코발라민100배산/푸마르산철/산화마그네슘/황산아연수화물/황산망간수화물/인산수소칼슘수화물/염화칼륨/셀레늄함유건조효모/몰리브덴함유건조효모,"미결정셀룰로오스,크로스포비돈,이산화규소,폴리에틸렌글리콜6000,스테아르산마그네슘,탤크,오파드라이빨간색AMB80W45040,수소화식물유",,일반의약품,Retinol Acetate Granules/Ergocalciferol Granules/Tocopherol Acetate Powder 50%/Ascorbic Acid Granules 97%/Thiamine Nitrate Powder 33.3%/Riboflavin/Pyridoxine Hydrochloride/Nicotinamide/Calcium Pantothenate/Cyanocobalamin Powder 1%/Ferrous Fumarate/Magnesium Oxide/Zinc Sulfate Hydrate/Manganese Sulfate Hydrate/Dibasic Calcium Phosphate Hydrate/Potassium Chloride/Selenium In Dried Yeast/Molybden in Dried Yeast,- 육체피로 - 임신·수유기 - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 포함된 비타민 등의 효능·효과는 다음과 같다.
202101161,메가포스씨정,Megafos C Tab.,(유)한풍제약,"HANPOONG PHARM. Co., Ltd.",토코페롤아세테이트 2배산/니코틴산아미드/리보플라빈/시아노코발라민/아스코르브산/티아민질산염/판토텐산칼슘/폴산/피리독신염산염/황산아연수화물,"크로스카르멜로오스나트륨,미결정셀룰로오스,유당수화물,폴리에틸렌글리콜6000,탭쉴드흰색(19W623),스테아르산마그네슘,경질무수규산,탭쉴드빨간색(99R646),히드록시프로필셀룰로오스",,일반의약품,Tocopherol Acetate Powder 50%/Nicotinamide/Riboflavin/Cyanocobalamin/Ascorbic Acid/Thiamine Nitrate/Calcium Pantothenate/Folic Acid/Pyridoxine Hydrochloride/Zinc Sulfate Hydrate,"- 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 노년기 - 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. ․ 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
199100156,메노바크림(아시클로버),Menova Cream,동광제약(주),"Dongkwang Pharm. Co., Ltd.",아시클로버,"프로필렌글리콜,메틸파라벤,에데트산나트륨수화물,폴리소르베이트60,세탄올,유동파라핀,스테아릴알코올,에틸파라벤,모노스테아린산소르비탄,정제수",,일반의약품,Acyclovir,단순포진(물집) 바이러스 감염증(초기 및 재발성 생식기 포진(물집)과 구순포진(물집) 포함)
200710117,메디녹실액5%(미녹시딜),Medinoxil Solution 5%,(주)동구바이오제약,"DongKoo Bio&Pharma Co., Ltd.",미녹시딜,"토코페롤아세테이트,덱스판테놀,폴리옥시에틸렌올레일에테르,코포비돈,시트르산,에탄올(95),농글리세린,부틸레이티드히드록시아니솔,정제수",,일반의약품,Minoxidil,"· 남성형 탈모증(안드로젠탈모증) 및 여성형 탈모증(안드로젠탈모증)의 치료(2 %, 3 %에 한함) · 남성형 탈모증(안드로젠탈모증)의 치료(5 %에 한함)"
201904260,메디녹실플러스액,Medinoxil Plus Sol.,(주)동구바이오제약,"DongKoo Bio&Pharma Co., Ltd.",미녹시딜/토코페롤아세테이트/피리독신염산염/l-멘톨,"프로필렌글리콜,시트르산수화물,레시틴,부틸히드록시톨루엔,D-판테놀,에탄올(95),정제수",,일반의약품,Minoxidil/Tocopherol Acetate/Pyridoxine Hydrochloride/L-Menthol,남성형 탈모증(안드로젠탈모증)의 치료
200712375,메디다제정,Medidase Tab.,조아제약(주),"Cho-a pharm.co.,ltd",디아스타제.프로테아제.셀룰라제2000Ⅱ/셀룰라제/리파제,"미결정셀룰로오스,유당수화물,탭쉴드 녹색(11G811),스테아르산마그네슘",,일반의약품,Diastase·Protease·Cellulase 2000 II/Cellulase/Lipase,"소화불량, 식욕감퇴(식욕부진), 과식, 체함, 소화촉진, 소화불량으로 인한 위부팽만감"
199202075,메디락-베베산,Medilac-Bebe Powder,한미약품(주),"Hanmi Pharm. Co.,Ltd.",바실루스서브틸리스균·엔테로코쿠스페슘균배양물/티아민염산염/리보플라빈/피리독신염산염,"유당수화물,콜로이드성이산화규소",,일반의약품,Bacillus Subtilis·Enterococcus Faecium Culture/Thiamine Hydrochloride/Riboflavin/Pyridoxine Hydrochloride,"정장, 변비, 묽은 변, 복부팽만감, 장내이상 발효"
198701383,메디락디에스장용캡슐(바실루스서브틸리스균·엔테로코쿠스페슘균배양물),Medilac-DS Enteric Coated Cap.,한미약품(주),"Hanmi Pharm. Co.,Ltd.",바실루스서브틸리스균·엔테로코쿠스페슘균배양물,"디아세틸화모노글리세리드,유당수화물,스테아르산마그네슘,탤크,히프로멜로오스프탈레이트,농글리세린,히드록시프로필셀룰로오스,캡슐",,일반의약품,Bacillus Subtilis·Enterococcus Faecium Culture,"정장, 변비, 묽은 변, 복부팽만감, 장내이상발효"
198701384,메디락에스산(바실루스서브틸리스균·엔테로코쿠스페슘균배양물),Medilac-S Powder,한미약품(주),"Hanmi Pharm. Co.,Ltd.",바실루스서브틸리스균·엔테로코쿠스페슘균배양물,"유당수화물,콜로이드성이산화규소,D-만니톨",,일반의약품,Bacillus Subtilis·Enterococcus Faecium Culture,"정장, 변비, 묽은 변, 복부팽만감, 장내이상발효"
198601222,메디락에스장용캡슐(바실루스서브틸리스균·엔테로코쿠스페슘균배양물),Medilac-S Enteric Coated Cap.,한미약품(주),"Hanmi Pharm. Co.,Ltd.",바실루스서브틸리스균·엔테로코쿠스페슘균배양물,"디아세틸화모노글리세리드,유당수화물,탤크,히프로멜로오스프탈레이트,농글리세린,히드록시프로필셀룰로오스,캡슐",,일반의약품,Bacillus Subtilis·Enterococcus Faecium Culture,"정장, 변비, 묽은 변, 복부팽만감, 장내이상발효"
201801676,메디알정500mg(알마게이트),Medial tablet 500mg(Almagate),에스피씨(주),"SPC CO., LTD",알마게이트,"유당수화물,콜로이드성이산화규소,스테아르산마그네슘,전분글리콜산나트륨",,일반의약품,Almagate,"다음 질환의 제산작용 및 증상의 개선 : 위·십이지장궤양, 위염, 위산과다, 속쓰림, 구역, 구토, 위통, 신트림"
202301403,메디오스정600밀리그램(디오스민),medios Tab. 600mg,메딕스제약(주),"Medix Pharm. CO.,LTD",디오스민,"스테아르산,미결정셀룰로오스,콜로이드성이산화규소,탤크,탭쉴드클리어(92C569),탭쉴드분홍색(11P1178)",,일반의약품,Diosmin,"1. 정맥부전과 관련된 증상의 개선 : 다리 중압감, 통증 2. 모세혈관 취약증에 의한 장애의 보조치료 3. 치질과 관련된 징후의 치료"
202106127,메디웰정,Mediwell Tab.,(주)메디카코리아,"MEDICA KOREA Co., Ltd.",수산화마그네슘/노회 엑스/우르소데옥시콜산,"미결정셀룰로오스,탭쉴드흰색(11W1360),스테아르산마그네슘,경질무수규산,전분글리콜산나트륨",,일반의약품,Magnesium Hydroxide/Aloe Extract/Ursodeoxycholic Acid,"ㆍ변비 ㆍ변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
202204165,메디코캡슐,Medinose Cap.,메딕스제약(주),"Medix Pharm. CO.,LTD",아세트아미노펜/슈도에페드린염산염/클로르페니라민말레산염,"스테아르산마그네슘,경질무수규산,미결정셀룰로오스(102),전분글리콜산나트륨,경질캡슐(Size0el)",,일반의약품,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate,"감기의 제증상 (콧물, 코막힘, 재채기, 인후통, 오한, 발열, 두통, 관절통, 근육통)의 완화"
202204653,메디코프캡슐,Medicouch Cap.,메딕스제약(주),"Medix Pharm. CO.,LTD",아세트아미노펜/슈도에페드린염산염/구아이페네신/덱스트로메토르판브롬화수소산염수화물,"미결정셀룰로오스,스테아르산마그네슘,경질무수규산,전분글리콜산나트륨,캡슐",,일반의약품,Acetaminophen/Pseudoephedrine Hydrochloride/Guaifenesin/Dextromethorphan Hydrobromide Hydrate,"감기의 제증상 (콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
201803183,메디콘600정,Medicon 600 Tab.,(주)바스칸바이오제약,BASKHANBIOPharma Inc,콘드로이틴설페이트나트륨/푸르설티아민/리보플라빈부티레이트/니코틴산아미드/피리독신염산염/판토텐산칼슘/시아노코발라민1000배산/이노시톨/콜린타르타르산염/γ-오리자놀,"히프로멜로오스,폴리에틸렌글리콜6000,크로스카멜로오스나트륨,스테아르산마그네슘,경질무수규산,탭쉴드갈색(59B346),탤크,히드록시프로필셀룰로오스",,일반의약품,Sodium Chondroitin Sulfate/Fursultiamine/Riboflavin Butyrate/Nicotinamide/Pyridoxine Hydrochloride/Calcium Pantothenate/Cyanocobalamin Powder 0.1%/Inositol/Choline Tartrate/Gamma-Oryzanol,"1. 다음 경우의 비타민 B1, B2, B6의 보급 2. 이 약에 함유된 비타민 등의 효능·효과는 다음과 같다."
202204652,메디콜캡슐,Mediflu Cap.,메딕스제약(주),"Medix Pharm. CO.,LTD",아세트아미노펜/클로르페니라민말레산염/구아이페네신/덱스트로메토르판브롬화수소산염수화물/dl-메틸에페드린염산염/카페인무수물,"미결정셀룰로오스,스테아르산마그네슘,경질무수규산,전분글리콜산나트륨,캡슐",,일반의약품,Acetaminophen/Chlorpheniramine Maleate/Guaifenesin/Dextromethorphan Hydrobromide Hydrate/DL-Methylephedrine Hydrochloride/Anhydrous Caffeine,"감기의 제증상 (콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
201607126,메디퀵스프레이,Medi Quick Spray.,(주)마더스제약,MOTHER'S PHARMACEUTICAL.,크로타미톤/L-멘톨/프레드니솔론발레로아세테이트/티몰,"시트르산수화물,부틸히드록시톨루엔,인산수소나트륨수화물,에탄올(95),부틸렌글리콜,히드록시에틸셀룰로오스,정제수",,일반의약품,Crotamiton/L-Menthol/Prednisolone Valeroacetate/Thymol,"습진, 피부염, 가려움, 두드러기, 땀띠, 벌레물린데"
200901795,메디파프쿨카타플라스마(펠비낙),Medi-Pap Cool Cataplasma,조아제약(주),"Cho-a pharm.co.,ltd",펠비낙,"디이소프로판올아민,프로필렌글리콜,타르타르산,밀착포,메틸파라벤,폴리아크릴산액,부틸히드록시톨루엔,폴리에틸렌테레프탈레이트 세파레이터,산화티탄,디히드록시알루미늄아미노아세테이트수화물,폴리아크릴산나트륨,젤라틴,페릭옥사이드,프로필파라벤,에데트산나트륨수화물,L-멘톨,카르복시메틸셀룰로오스나트륨,프로필렌글리콜모노라우레이트,농글리세린,카올린,정제수,부직포",,일반의약품,Felbinac,": 퇴행성관절염(골(뼈)관절염), 어깨관절주위염, 건(힘줄)ㆍ건초염(힘줄윤활막염), 건(힘줄)주위염, 상완골(위팔뼈)상과염(테니스 엘보우 등), 근육통, 외상(상처)후의 종창(부기)ㆍ동통(통증)"
202402193,메라부틴정(트리메부틴말레산염),Merabutine Tablets,한솔신약(주),hansolpharm,트리메부틴말레산염,"크로스카르멜로오스나트륨,미결정셀룰로오스,이산화규소,스테아르산마그네슘,히드록시프로필셀룰로오스",,일반의약품,Trimebutine Maleate,"1) 식도역류 및 열공(구멍)헤르니아(탈장), 위 십이지장염, 위 십이지장궤양에 있어서의 소화기능이상 (복통(배아픔), 소화불량, 구역, 구토) 2) 과민성대장증후군 및 경련성 결장 3) 소아 질환 : 습관성 구토, 비감염성 장관통과장애 (변비, 설사)"
199900627,메라빈캅셀500마이크로그람(메코발라민)(수출명:메라빈캅캡슐),Merabin Cap. 500㎍(Mecobalamin),대우제약(주),daewoopharm,메코발라민,"유당수화물,스테아르산마그네슘,옥수수전분,캡슐",,일반의약품,Mecobalamin,말초성 신경장애
201907548,메로타제장용정(브로멜라인),Merotase Enteric Coated Tab. (Bromelain),삼천당제약(주),Sam-chun-dang Pharm,브로멜라인,"탭쉴드흰색(11W401),미결정셀룰로오스,크로스포비돈,스테아르산마그네슘,콜로이드성이산화규소,탭쉴드분홍색(39P407)",,일반의약품,Bromelain,"부종(부기)을 동반한 염증 증상의 완화, 외상(상처) 또는 수술 후의 부종(부기)"
198801648,메리틴정(트리메부틴말레산염),Meritin Tab. 100mg,대화제약(주),"Daehwa Pharmaceutical Co., Ltd.",트리메부틴말레산염,"저치환도히드록시프로필셀룰로오스,유당수화물,스테아르산마그네슘,경질무수규산,옥수수전분,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,Trimebutine Maleate,"1) 식도역류 및 열공헤르니아,위 십이지장염, 위 십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토) 2) 과민성대장증후군 및 경련성 결장 3) 소아 질환 : 습관성 구토, 비감염성 장관통과장애 (변비, 설사)"
201605441,메모큐액,Memo-Q Sol.,고려제약(주),"KOREAN DRUG. CO., LTD.",L-글루타민/DL-포스포세린/시아노코발라민,"디-소르비톨액(70%),시트르산수화물,소르빈산칼륨,스테아르산마그네슘,백당,경질무수규산,효소처리스테비아,시트르산나트륨수화물,D-만니톨,포도향,정제수",,일반의약품,L-Glutamine/DL-Phosphoserine/Cyanocobalamin,"식욕감퇴로 나타나는 정신적 피로, 무력증, 소모성 질환"
199806931,메부라틴정(트리메부틴말레산염)(수출명: MEBURATIN Tablet 100mg),Mebulatin Tab. 100mg,(주)넥스팜코리아,nexpharm korea,트리메부틴말레산염,"유당수화물,이산화규소,젤라틴,스테아르산마그네슘,탤크,카르복시메틸셀룰로오스칼슘,옥수수전분,히드록시프로필셀룰로오스",,일반의약품,Trimebutine Maleate,"1) 식도역류 및 열공헤르니아,위 십이지장염, 위 십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토) 2) 과민성대장증후군 및 경련성 결장 3) 소아 질환 : 습관성 구토, 비감염성 장관통과장애 (변비, 설사)"
