제품명,효능
룩스씨엠씨점안액(카르복시메틸셀룰로오스나트륨)(1회용),"안구건조증이나 바람 · 태양에 노출되어 생기는 화끈거리는 증상, 자극감, 불쾌감을 일시적으로 완화시킴, 자극감을 예방하기 위하여 사용할 수 있다."
류마600파워정,"- 육체피로, 임신ㆍ수유기, 병중ㆍ병후의 체력저하시 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등) - 각기, 눈의피로"
류마스탑에스플라스타(디클로페낙나트륨),"다음 질환 및 증상의 진통, 소염(항염) 1) 퇴행성 관절염(골관절염) 2) 어깨관절 주위염 3) 힘줄 및 힘줄윤활막염 4) 힘줄주위염 5) 위팔뼈상과염(테니스엘보 등) 6) 근육통(근, 근막성 요(허리)통증 등) 7) 외상(상처) 후 부기 및 통증"
류마스탑파워플라스타(디클로페낙나트륨),"골관절염, 어깨관절 주위염, 힘줄 및 힘줄윤활막염, 힘줄 주위염, 팔꿈치 통증(테니스엘보), 근육통, 외상 후 부기 및 통증"
류마켄플라스타(케토프로펜),1) 퇴행성관절염(골관절염) 2) 어깨관절주위염 3) 건염(힘줄염)ㆍ건초염(힘줄윤활막염) 4) 건주위염 5) 상완골(위팔뼈)상과염(테니스 엘보우 등) 6) 근육통 7) 외상(상처)후의 종창(부기)ㆍ동통(통증)
류펜프리플라스타(디클로페낙나트륨),"다음 질환 및 증상의 진통, 소염(항염) 1) 퇴행성 관절염(골관절염) 2) 어깨관절 주위염 3) 힘줄 및 힘줄윤활막염 4) 힘줄주위염 5) 위팔뼈상과염(테니스엘보 등) 6) 근육통(근, 근막성 요(허리)통증 등) 7) 외상(상처) 후 부기 및 통증"
리게논-큐연질캡슐,"다음 질환의 보조 치료 : 만성 간질환, 독성 간질환"
리나치올캡슐375밀리그램(카르보시스테인)(수출명:HyundiolCapsule375Mg),효능·효과 정보를 찾을 수 없습니다.
리날비타정(수출용),비타민 보급제 : 신장질환환자의 신장투석 전.후
리노콜드시럽,": 재채기, 콧물, 코막힘, 눈물"
리노펜정(수출용),편두통 증후의 치료
리놀민연질캡슐,"비만증, 당뇨성ㆍ본태성 고콜레스테롤혈증에 의한 지질대사 개선"
리놀에스트로키(플루르비프로펜),인후염의 단기 증상 완화
리도라임크림(리도카인),남성 성기 촉각의 예민성 감소
리도솔론크림0.15%(프레드니솔론발레로아세테이트),"습진, 피부염, 두드러기, 벌레물린데, 가려움, 땀띠"
리도아겔(리도카인),"다음의 경우에서의 통증의 일시적 경감 : 경증(가벼운 증상)의 화상, 일광화상(햇볕 탄데), 외상(상처), 자상(찔린상처)"
리도아에프거즈(리도카인),"다음의 경우에서의 통증의 일시적 경감 : 경증(가벼운 증상)의 화상, 일광화상(햇볕 탄데), 외상(상처), 자상(찔린상처)"
리도엠크림9.6%(리도카인),남성 성기 촉각의 예민성 감소
리도카니크림10.56%(리도카인)(수출용),남성 성기 촉각의 예민성 감소
리도칸크림(리도카인),남성성기 촉각의 예민성 감소
리도케인크림(리도카인),남성 성기 촉각의 예민성 감소
리도킨연고5%(리도카인),"다음 경우에서의 통증의 일시적 경감 : 치질, 경증(가벼운 증상)의 화상, 외상(상처), 자상(찔린상처)"
리도펜연질캡슐(이부프로펜),"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염) 어린이 급성 상기도염의 발열"
리드카인10.56%크림(리도카인)(수출용),남성 성기 촉각의 예민성 감소
리드콜연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
리드테라비액티브정,"○ 다음경우의 비타민 D, E, B1, B2, B6, C의 보급 - 육체피로 - 임신ㆍ수유기 - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하 시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다. ㆍ 뼈, 이의 발육불량 ㆍ 구루병의 예방 ㆍ 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염 (입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ㆍ 각기 ㆍ 눈의 피로 ○ 아연의 보급"
리드판액,간질환의 보조 치료
리드프로스트크림5%(리도카인)(수출용),"다음 경우에서의 통증의 일시적 경감 : 치질, 경증(가벼운 증상)의 화상, 외상(상처), 자상(찔린 상처)"
리드플루연질캡슐,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한 (춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화"
리디펜점안액(케토티펜푸마르산염),알러지성 결막염
리렉사에스정,"신경통, 요통(허리통), 어깨결림"
리렉사정(수출용),"신경통, 근육통, 관절통, 요통, 염좌통, 견통, 근경련, 근경직 등 근육의 이상 긴장을 수반하는 제 질환"
리렉스담정,"신경통, 요통(허리통), 어깨결림"
리렉스싹정,"신경통, 요통(허리통), 어깨결림"
리렌스연고(구아야줄렌),"습진, 열상(화상), 그 외의 질환에 따른 미란 및 궤양"
리만50000엠겔,"ㆍ 정맥류에 의한 증상 : 통증, 무거운 느낌, 하지부종, 종아리 근육 경련 ㆍ 사고 또는 스포츠에 의한 둔상 : 혈종, 좌상(멍), 타박상, 긴장, 염좌(삠), 부기, 근육 및 인대의 통증"
리메부틴정(트리메부틴말레산염),"1) 식도역류 및 열공헤르니아,위 십이지장염, 위 십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토) 2) 과민성대장증후군 및 경련성 결장 3) 소아 질환 : 습관성 구토, 비감염성 장관통과장애 (변비, 설사)"
리모드-엘연질캡슐(수출명:와터로스연질캡슐)(수출용),"비만증, 당뇨성ㆍ본태성 고콜레스테롤혈증에 의한 지질대사 개선"
리모텍정100mg(덱스판테놀),탈모의 보조치료
리미타캅셀(수출용),치은염∙치조농루에 의한 여러 증상(잇몸의 발적·부기·출혈·고름 등)의 완화
리바텐더골드연질캡슐(수출용)(수출명:Livertender soft caps.),"다음 질환의 치료보조 : 만성간질환, 지방간, 간경변, 중독성 간장질환"
리바텐더에스연질캡슐(수출명:HEPADUSE)(수출용),"다음 질환의 보조 치료 : 만성 간질환, 독성 간질환"
리바텐더에프캡슐(수출용)(수출명 : HELIPASE),"다음 질환의 보조치료 : 만성 간질환, 독성 간질환"
리버골드에프연질캡슐,"다음 질환의 보조치료:만성간질환, 독성 간질환"
리버만로라부스트액(L-아스파르트산-L-오르니틴),중증의 간질환 해독의 보조 치료(예: 간경변)
리버베타액,간질환의 보조 치료
리버베타연질캡슐(수출명:ganliver),"다음 질환의 보조치료:만성간질환, 독성 간질환"
리버스액,간질환의 보조 치료
리버액트연질캡슐(수출용),"·만성 간질환의 간기능 개선 ·간기능 장애에 의한 전신권태, 소화불량, 식욕부진, 육체피로"
리버엔에프연질캡슐,"○ 만성 간질환의 간기능 개선 ○ 간기능 장애에 의한 다음 증상의 개선 : 육체피로, 전신권태"
리버원스액,간질환의 보조 치료
리버치온정(글루타티온(환원형)),약물중독
리버칼에프연질캡슐350밀리그램(밀크시슬열매건조엑스),"다음 질환의 보조치료 : 독성간질환, 만성간염, 간경변"
리버칼연질캡슐,"다음 질환의 보조 치료 : 만성 간질환, 독성 간질환"
리버쿨환,"과음, 구역질(숙취, 악취로 인한 메슥거림), 구토, 식욕부진, 속이거북함, 위약, 소화촉진, 과식, 가슴답답함,소화불량으로 인한 위부팽만감, 소화불량"
리버큐액(L-아스파르트산-L-오르니틴),중증의 간질환 해독의 보조 치료(예: 간경변)
리버타인액,간질환의 보조 치료제
리버텍트골드연질캡슐,"다음 질환의 보조치료 : 만성 간질환, 간경변, 독성 간질환"
리버파워포르테연질캡슐,"다음 질환의 보조치료 : 만성 간질환, 간경변, 독성 간질환"
리버포유연질캡슐,"다음 질환의 보조치료:만성간질환, 독성 간질환"
리버플란연질캡슐,"다음 질환의 보조치료 : 만성 간질환, 간경변, 독성 간질환"
리보렌에스연질캡슐,"다음 질환의 보조 치료 : 만성 간질환, 독성 간질환"
리보테인정,"다음 경우의 비타민 B2, B6보급"
리보톤에프연질캡슐(아르기닌티디아시케이트)(수출용),"다음 질환의 보조 치료 : 간기능장애, 독성 간질환, 초기 간경변"
리보톤연질캡슐(수출용),"간기능 부전, 중독성 간장해, 초기 간경변증"
리비톨액(수출용),"성인 : 체중감소, 영양장애, 노인의 단백질이 부족한 식사"
리스비움정,"· 변비 · 변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
리스카펜정,"감기의 제증상(인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화"
리스토액(시트룰린말산염),기능 무력증의 보조치료
리안점안액(폴리데옥시리보뉴클레오티드나트륨)(1회용),"1) 영양부족으로 인한 각막, 결막의 궤양성 질환에 영양공급 2) 콘택트렌즈 착용 등으로 인한 각막, 결막의 미세손상"
리액타민연질캡슐,"○ 다음경우의 비타민 B1, B2, B6,D의 보급 - 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 이 약에 함유된 비타민 등의 효능․효과는 다음과 같다. (1일 보급량 기준) - 뼈, 이의 발육불량 - 구루병의 예방 - 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 각기, 눈의피로 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 ○ 아연의 보급"
리액트프리미엄정,"1) 육체피로 2) 임신ㆍ수유기 3) 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시 4) 이 약에 함유된 비타민 등의 효능효과는 다음과 같다. ­ 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 각기, 눈의 피로, 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염"
리어스탑캡슐,"설사, 복통(배아픔)을 수반하는 설사, 체함, 묽은 변, 토사"
리얼글루타티온구강용해필름100밀리그램(L-글루타티온(환원형))(수출용),"약물중독,자가중독"
리오루펜정400밀리그람(이부프로펜),"류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 감기로 인한 발열 및 동통, 요통, 월경곤란증, 수술후 동통 강직성 척추염, 두통, 치통, 근육통, 신경통, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)"
리오칸에프크림10.56%(리도카인)(수출용),남성 성기 촉각의 예민성 감소
리오칸크림(리도카인),남성 성기 촉각의 예민성 감소
리쥬비넥스크림(폴리데옥시리보뉴클레오티드나트륨),"피부 및 결합조직의 영양부족 또는 영양부족으로 인한 궤양이 생기기 쉬운 질환: 상처, 영양보급"
리쥬셀10.56%크림(리도카인)(수출용),남성 성기 촉각의 예민성 감소
리쥬셀크림(리도카인),남성 성기 촉각의 예민성 감소
리치정,"·  변비 ·  변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
리치칼비정,"변비, 변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
리치칼슘연질캡슐(알파칼시돌),"- 만성신부전, 부갑상선기능저하증, 비타민 D 저항성 구루병·골연화증"
리치플러스정,"· 변비 · 변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질"
리카에이크림,"벌레 물린데, 피부가려움, 습진, 두드러기, 피부염, 땀띠, 동창"
리카엘크림(리도카인),남성 성기 촉각의 예민성 감소
리케락산(바실루스리케니포르미스균),"급ㆍ만성 장염, 급ㆍ만성 설사, 급성 이질, 각종 원인에 기인한 장내 이상발효"
리케락캡슐(바실루스리케니포르미스균),"급. 만성장염, 급.만성설사, 급성이질, 각종원인에 기인한 장내 이상발효"
리케루스과립(바실루스리케니포르미스균),"급ㆍ 만성장염, 급ㆍ만성설사, 급성이질, 각종원인에 기인한 장내 이상발효"
리큐번크림(구아야줄렌),"습진, 열상(화상), 그 외의 질환에 따른 미란(짓무름) 및 궤양"
리큐비뉴로정,"- 육체피로 - 임신․수유기 - 병중․병후(병을 앓는 동안이나 회복 후)의 체력저하시 - 발육기 - 노년기 - 뼈, 이의 발육불량 - 구루병의 예방 - 비타민B1(원료약품및그분량의 “벤포티아민"") - 비타민B2(원료약품및그분량의 “리보플라빈"") - 비타민B6(원료약품및그분량의 “피리독신염산염"") - 신경통, 근육통, 관절통(요통, 어깨결림 등), 각기, 눈의피로 - 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 - 뼈, 이의 발육불량, 구루병의 예방"
리큐비이엑스정,비타민 B1및 B6결핍으로 인한 신경계 질환
리큐크린액(염화나트륨),"1) 피부, 창상면, 점막의 세정, 습포 2) 함소, 분무흡입제로서 점막세정,객담배출 촉진 3) 의료용구의 세정"
리클란점안액(폴리데옥시리보뉴클레오티드나트륨)(1회용),"1) 영양부족으로 인한 각막, 결막의 궤양성 질환에 영양공급 2) 콘택트렌즈 착용 등으로 인한 각막, 결막의 미세손상"
